ts_code,exchange,question_id,question_time,answer_time,question,answer,answer_class,theme,story_read,proof_needed,credibility,source_url,source_type
600585.SH,sse,1731471,2026-05-26,2026-05-27,请问，海螺水泥帐面上有多少现金流？股东户数？,"感谢您对海螺水泥的关注！根据上市公司信息披露有关规定，公司会在定期报告中披露报告期末的股东户数。截至2026年3月31日，公司登记股东总数为207,187户。 截至2026年3月31日，公司未经审计之账面货币资金余额为416.63亿元，详见公司于4月30日发布的2026年第一季度报告。",substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600585,sse_e_interaction
600585.SH,sse,1730980,2026-05-25,2026-05-27,请问，海螺水泥股价暴跌，有计划做市值管理吗？,感谢您对海螺水泥的关注！公司股价波动受宏观经济、行业和市场形势等多重因素综合影响，其中近年来水泥市场需求持续下行，市场供需矛盾突出，行业利润较“十三五”期间大幅下降，公司亦受到了行业周期因素影响。 为维护公司价值和股东权益，基于对公司未来发展信心和公司价值的高度认可，公司已制定股份回购计划，详见公司于5月26日收市后发布的临时公告。公司将持续抓好生产经营，实施精准有效投资，强化创新驱动，推进低碳绿色循环发展，积极推动市值管理，回应市场关切，持续为广大股东创造价值。,substantive,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600585,sse_e_interaction
600585.SH,sse,1730983,2026-05-25,2026-05-27,请问，海螺水泥帐面上还多少现金，谢谢回答？,感谢您对海螺水泥的关注！截至2026年3月31日，公司未经审计之账面货币资金余额为416.63亿元，详见公司于4月30日发布的2026年第一季度报告。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600585,sse_e_interaction
600585.SH,sse,1730726,2026-05-25,2026-05-27,针对公司股价长期被量化基金打压的情况，公司如何看待，是否采取什么措施稳定公司股价,感谢您对海螺水泥的关注！公司股价波动受宏观经济、行业和市场形势等多重因素综合影响，其中近年来水泥市场需求持续下行，市场供需矛盾突出，行业利润较“十三五”期间大幅下降，公司亦受到了行业周期因素影响。 为维护公司价值和股东权益，基于对公司未来发展信心和公司价值的高度认可，公司已制定股份回购计划，详见公司于5月26日收市后发布的临时公告。公司将持续抓好生产经营，实施精准有效投资，强化创新驱动，推进低碳绿色循环发展，积极推动市值管理，回应市场关切，持续为广大股东创造价值。,substantive,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600585,sse_e_interaction
600585.SH,sse,1730722,2026-05-25,2026-05-27,请问当前股东数为多少，谢谢,"感谢您对海螺水泥的关注！根据上市公司信息披露有关规定，公司会在定期报告中披露报告期末的股东户数。截至2026年3月31日，公司登记股东总数为207,187户。",substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600585,sse_e_interaction
600585.SH,sse,1730653,2026-05-25,2026-05-27,请问，海螺水泥是不是财务有问题，为什么股价暴跌呢？请回复？这样跌，还有道德良知吗？,感谢您对海螺水泥的关注！公司生产经营一切正常。,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600585,sse_e_interaction
600585.SH,sse,1729185,2026-05-22,2026-05-27,请问，海螺水泥股价暴跌，是不是今年要资产大幅度减值呀…预计有一百亿资产减值吗？,感谢您对海螺水泥的关注！公司股价波动受宏观经济、行业和市场形势等多重因素综合影响，其中近年来水泥市场需求持续下行，市场供需矛盾突出，行业利润较“十三五”期间大幅下降，公司亦受到了行业周期因素影响。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600585,sse_e_interaction
600585.SH,sse,1728906,2026-05-22,2026-05-27,请问，股东户数，谢谢！,"感谢您对海螺水泥的关注！根据上市公司信息披露有关规定，公司会在定期报告中披露报告期末的股东户数。截至2026年3月31日，公司登记股东总数为207,187户。",substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600585,sse_e_interaction
600585.SH,sse,1726020,2026-05-19,2026-05-27,明年就是海螺水泥成立30周年暨上市30周年了，公司资金这么充裕，请董事会考虑来一次特别分红，回报下股东，这几年持有海螺水泥的股东太不容易了。,感谢您对海螺水泥的关注！公司高度重视对投资者的分红回报，已制定《未来三年股东分红回报规划》（2025-2027年度），2025年度全年派发现金红利总额占2025年归属于上市公司股东的净利润的55.29%，分红比例进一步提升。后期公司将维持分红的连续性和稳定性，兼顾可持续发展和对投资者的投资回报。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600585,sse_e_interaction
600585.SH,sse,1725515,2026-05-18,2026-05-27,最近该票无底线下跌？海螺及大股东不做市值维稳，放任部分股东出货？似乎也不符合股民预期，请管理层重视市值管理，还是放任市场自由博弈？数年来，海螺水泥的股东一直很苦，难道公司视而不见吗？,感谢您对海螺水泥的关注！公司股价波动受宏观经济、行业和市场形势等多重因素综合影响，其中近年来水泥市场需求持续下行，市场供需矛盾突出，行业利润较“十三五”期间大幅下降，公司亦受到了行业周期因素影响。 为维护公司价值和股东权益，基于对公司未来发展信心和公司价值的高度认可，公司已制定股份回购计划，详见公司于5月26日收市后发布的临时公告。公司将持续抓好生产经营，实施精准有效投资，强化创新驱动，推进低碳绿色循环发展，积极推动市值管理，回应市场关切，持续为广大股东创造价值。,substantive,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600585,sse_e_interaction
