ts_code,exchange,question_id,question_time,answer_time,question,answer,answer_class,theme,story_read,proof_needed,credibility,source_url,source_type
002470.SZ,szse,2322241272049684480,2026-07-26,,你好！磷酸铁电池正极前驱体材建设项目现在是停工状态还是稳步推进建设状态？,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2322241272049684480,cninfo_irm
002470.SZ,szse,2321818200591159296,2026-07-26,,请问(2026)鲁13执732号3127万元被执行人案件，请说明案件事由，是否会对公司经营、现金流产生重大影响，为何未发布专项公告？,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2321818200591159296,cninfo_irm
002470.SZ,szse,2317634859543674880,2026-07-20,,第999次提问，根据《临沂金正大投资控股有限公司重整投资协议之补充协议（三）》，管理人收到第三期投资款后向上市公司支付金额为286万元。286万收到了吗？每逾期一天就万5的违约金，还有超5千万的违约金是否也按比例分给金正大了？,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2317634859543674880,cninfo_irm
002470.SZ,szse,2313058537364312064,2026-07-14,,董秘你好！请问公司磷石膏制酸，能满足公司自给自足吗？外购硫磺缺口是多少？谢谢！,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2313058537364312064,cninfo_irm
002470.SZ,szse,2312331064559386624,2026-07-13,,北京信托代持金丰公社股权6月30号到期，怎么处理的？,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2312331064559386624,cninfo_irm
002470.SZ,szse,2312330592112984064,2026-07-13,,第25次提问，金正大大股东破产重整投资款第三期第四期给了吗？第三期公司应收到280万，收到了吗,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2312330592112984064,cninfo_irm
002470.SZ,szse,2312171033912201216,2026-07-13,,请问贵公司全资子公司正磷化工马路槽磷矿地采2028年试生产写入项目简介，公司是否有详细进度计划，目前进行到哪个阶段，2026年底预计能够完成哪些基础设施建设？,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2312171033912201216,cninfo_irm
002470.SZ,szse,2311422326788964352,2026-07-12,,控股公司金丰公社近一年，退出了不少孙公司，会不会金正大又要计提了？计提多少,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2311422326788964352,cninfo_irm
002470.SZ,szse,2310366185610137600,2026-07-10,,杨秘书，兴业银行恢复执行至今已经25天了，是否和解或者被强制执行？,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2310366185610137600,cninfo_irm
002470.SZ,szse,2309621550059384832,2026-07-09,,公司近期被恢复执行近3亿，又计提预计负债4.3亿，资产负债率高达82%，面对债务压力和资金压力，公司在优化资产负债表方面是否有规划，目前有什么行动举措。另外磷矿建设前期投入巨大没回报，公司磷矿建设资金来源是什么，建设投入会不会给集团财务造成较大压力。,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2309621550059384832,cninfo_irm
002470.SZ,szse,2305882351531487232,2026-07-04,2026-07-10,杨秘书，鉴于现在硫磺价格偏高，2024年改造的硫磺制酸项目，是不是应该花一个多亿改成磷石膏制酸呢？众所周知，咱们的阿尔法磷石膏技术不改变现有主流工艺，不增加任何生产成本，建议尽快改造成磷石膏制酸,感谢您的建议，公司持续跟进硫磺价格走势，公司将综合考虑市场及生产经营情况推进相应技改。,non-committal,unclassified,official interaction without a mapped investable theme,manual review required,weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2305882351531487232,cninfo_irm
002470.SZ,szse,2305569514703581184,2026-07-04,2026-07-10,第13次提问，大股东临沂金正大破产重整投资款第三期和第四期交了没有,感谢您的关注，第四期至第七期的重整投资款不涉及上市公司。此次重整是公司控股股东临沂金正大投资控股有限公司重整，非上市公司重整。公司严格按照相关法律法规履行信息披露义务，公司指定信息披露媒体为《证券时报》《中国证券报》《上海证券报》《证券日报》和巨潮资讯网（http://www.cninfo.com.cn）。,non-committal,unclassified,official interaction without a mapped investable theme,manual review required,weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2305569514703581184,cninfo_irm
002470.SZ,szse,2303300990167011328,2026-07-01,2026-07-10,请问董秘，贵公司子公司磷酸铁电池正极前驱体材料建设项目目前进展如何？预计什么时候投产？年产能预计达到多少？是否有目标市场或者客群？谢谢！,目前该项目正在建设中，尚未投产，请投资者注意投资风险，感谢您的关注。,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2303300990167011328,cninfo_irm
002470.SZ,szse,2302701464483979264,2026-06-30,2026-07-10,您好，请问公司是否关注新能源汽车产业链及汽车零部件领域的并购机会？如有关注，公司更倾向于哪些细分方向及标的条件？,公司目前暂未有相关计划，感谢您的关注。,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2302701464483979264,cninfo_irm
002470.SZ,szse,2302536820999557120,2026-06-30,2026-07-10,3亿资金已经还了，中信30亿注资在走流程，银行资金陆续也会来，这是真的吗？,公司重大事项请您关注公司在指定媒体发布的公告，感谢您的关注。,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2302536820999557120,cninfo_irm
002470.SZ,szse,2302317348170731520,2026-06-29,2026-07-10,金丰公社股权信托今天到期，请问公司后续怎么处置？,受托人之间正在协商，相关信息请您关注公司在指定信息披露媒体发布的公告，感谢您的关注。,non-committal,unclassified,official interaction without a mapped investable theme,manual review required,weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2302317348170731520,cninfo_irm
002470.SZ,szse,2302313594369314816,2026-06-29,2026-07-10,请问兴业银行执行一事进展如何？,相关信息请您关注公司在指定信息披露媒体发布的公告，感谢您的关注。,non-committal,unclassified,official interaction without a mapped investable theme,manual review required,weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2302313594369314816,cninfo_irm
002470.SZ,szse,2301756975238787072,2026-06-29,2026-07-10,请问兴业银行的执行案现在结果如何？,相关信息请您关注公司在指定信息披露媒体发布的公告，感谢您的关注。,non-committal,unclassified,official interaction without a mapped investable theme,manual review required,weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2301756975238787072,cninfo_irm
002470.SZ,szse,2299564712218595328,2026-06-26,2026-07-10,"兴业银行的恢复执行已经11天了，3亿欠款还了吗？
还有第三期重整投资款据说已经给了？违约金是怎么处理的？",相关信息请您关注公司在指定信息披露媒体发布的公告，感谢您的关注。,non-committal,unclassified,official interaction without a mapped investable theme,manual review required,weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2299564712218595328,cninfo_irm
002470.SZ,szse,2296666854934097920,2026-06-22,2026-07-10,现在已经6月底了，金丰公社股权的事定了吗？是转回还是卖掉？,受托人之间正在协商，相关信息请您关注公司在指定信息披露媒体发布的公告，感谢您的关注。,non-committal,unclassified,official interaction without a mapped investable theme,manual review required,weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2296666854934097920,cninfo_irm
002470.SZ,szse,2296642193367449600,2026-06-22,2026-07-10,请问董秘。贵公司子公司磷酸铁电池正极前驱体材料建设项目目前进展如何？预计什么时候投产？年产能预计达到多少？是否有目标市场或者客群？谢谢！,目前该项目正在建设中，尚未投产，请投资者注意投资风险，感谢您的关注。,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2296642193367449600,cninfo_irm
002470.SZ,szse,2294412074548674560,2026-06-19,2026-07-10,"董秘你好，问题1：请问贵公司截止目前的有息负债多少，每季度应付利息多少，有哪些举措降低负债率？
问题2：公司子公司对正磷化工马路槽磷矿投产计划有没有明确规划，公司有哪些举措在全力保障该磷矿尽快投产，公司是否有足够资金保障磷矿按计划投产，预计何时能够试产，何时能够实现满产等，请正面回答以上问题公司是否具有明确规划？",公司财务状况详见公司披露的定期报告。公司高度重视马路槽磷矿200万吨/年地采项目推进工作，将集中优势资源，筹措资金，通过多种方式保障项目建设工作加速推进，感谢您的关注。,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2294412074548674560,cninfo_irm
002470.SZ,szse,2293792190418206720,2026-06-18,2026-07-10,尊敬的董秘你们好，马路槽磷矿当前主副井场地已完成施工，井下工程因未取得全部的行政审查和审批手续暂无法进行投产，请问大致的批复时间会在多少个工作日内,公司子公司马路槽磷矿《安全设施设计》已通过审查，具体内容详见2026年6月30日发布的《关于全资子公司马路槽磷矿＜安全设施设计＞通过审查的公告》（公告编号：2026-036）。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2293792190418206720,cninfo_irm
002470.SZ,szse,2307417871059283968,2026-07-06,2026-07-10,"我注意到公司股票价格从3.82元/股下跌至1.99元/股，跌幅已近50%，二级市场投资者信心受到较大影响。
	1.	针对当前股价大幅波动，公司是否已制定并执行针对性的市值管理方案？具体包含哪些措施，目前实施进度及效果如何？
	2.	请结合公司2025年度及2026年以来的经营数据，说明管理层在战略规划、成本管控、市场拓展、风险防控等核心经营环节的履职情况，是否存在因失职导致公司价值受损的情形？",公司始终关注二级市场股价波动，持续通过规范信息披露、夯实经营基本面等常态化方式维护投资者权益；管理层聚焦主业稳健经营，统筹推进战略落地、成本管控、市场拓展与风险防控各项工作，勤勉履职，经营详情可查阅公司定期报告，感谢您的关注。,substantive,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2307417871059283968,cninfo_irm
