ts_code,exchange,question_id,question_time,answer_time,question,answer,answer_class,theme,story_read,proof_needed,credibility,source_url,source_type
689009.SH,sse,1715718,2026-05-06,2026-05-07,请问截至2026年4月30日公司的股东总数是多少？谢谢,"尊敬的投资者，您好。截至2026年4月30日，公司股东总户数为36,991户。感谢您的关注。",substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=689009,sse_e_interaction
689009.SH,sse,1697403,2026-04-02,2026-04-30,在东南亚“油切电”的战略，目前取得了哪些进展？,尊敬的投资者，您好。在全球环保政策持续推进以及电动技术在性能、智能化与用户体验等方面不断突破的背景下，电机替代燃油机已成为全球两轮车行业的重要发展趋势。公司于2026年提出“电切油”战略，旨在通过技术布局与补能体系建设，推动电动两轮车对传统内燃机产品的有序替代。 公司持续关注东南亚市场的长期发展潜力，并积极跟踪当地电动两轮车行业的演进趋势。目前，东南亚两轮出行仍以燃油摩托车为主导，但部分国家政府正在出台相关政策推动油换电，同时由于国际地缘局势的动荡及油价高涨，进一步加速了电动摩托车的渗透。 公司已完成对东南亚市场的调研，开启东南亚市场的布局和准备，围绕本地化产品设计的适配性、供应链协同能力以及渠道建设等关键维度开展综合评估。公司将依托在产品品质、技术积累和品牌定位等方面的差异化优势，制定市场进入策略，确保未来在该区域推出的产品与服务能够精准契合本地用户需求，实现有效落地与长期发展。公司计划使用Segway品牌出海，预计明年有小批量出货。感谢您的关注。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=689009,sse_e_interaction
689009.SH,sse,1700039,2026-04-09,2026-04-30,您好，请问，张雪机车那么争气，请问，公司的产品什么时候也让大家扬眉吐气一番？,尊敬的投资者，您好。公司旗下Segway车队三位专业赛车手驾驶公司自主研发的Segway Dakar Race Bike X1000电动越野摩托车，参加了2026年达喀尔拉力赛Mission 1000组别比赛。在排位赛中，车队包揽前三名；在全部14个赛段中，共获得7个赛段冠军。 公司围绕“生活方式”“运动性能”与“新国标智能”三大核心方向，已构建覆盖多样化用户需求的产品矩阵。2026年于4月29日19:00举行新品发布会，聚焦智能科技与出行体验的深度融合，发布全新产品。感谢您的关注。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=689009,sse_e_interaction
689009.SH,sse,1672083,2026-02-05,2026-04-30,公司的电动车运到经销商那里，公司开始确认收入么？还是说，一定要经销商完成终端销售，公司才确认收入？,尊敬的投资者，您好。公司收入确认严格按照企业会计准则相关规定执行。经销模式下，通常由经销商预先支付货款，经销商提货并完成交付验收后，商品控制权发生转移，公司相应确认营业收入。感谢您的关注。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=689009,sse_e_interaction
689009.SH,sse,1700144,2026-04-09,2026-05-06,最近公布来看，贵司加大了很多投研费用，主要用于哪个方面呢？有初步成果吗，以及最近有没有拜访贵司的机会,尊敬的投资者，您好。2025年公司研发投入12.50亿元，同比增长51.27%，占营业收入的5.87%。公司始终将技术创新作为核心驱动力，持续加大在关键领域的研发布局，以支撑产品升级、新品开发及行业技术迭代。从投入结构看，集团研发设计项目投入3.83亿元，用于底层技术平台、智能系统架构及跨品类共性技术研发；电动两轮车项目投入3.33亿元，重点聚焦高性能电驱系统、长续航电池管理及符合新国标要求的智能化功能开发；电动平衡车及电动滑板车项目投入1.75亿元，主要用于提升骑行体验；全地形车项目投入1.03亿元，支持越野性能优化；机器人及其他研发项目投入2.55亿元，涵盖自主导航算法、感知系统等。上述各项目投入合计与总研发投入的微小差异系因数据四舍五入所致。公司通过系统化、前瞻性的研发投入，持续巩固在智能短交通与服务机器人领域的技术壁垒。感谢您的关注。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=689009,sse_e_interaction
689009.SH,sse,1726749,2026-05-20,2026-05-22,董秘，请问公司618期间的销售额同比增长多少？,尊敬的投资者，您好。公司重视消费旺季机会，积极参与各大电商平台618活动。618期间销售数据属于未公开经营信息，且未经审计，公司不便披露。公司阶段性经营情况，请以公司后续披露的定期报告为准。感谢您的关注。,non-committal,unclassified,official interaction without a mapped investable theme,manual review required,weak-official-signal,https://sns.sseinfo.com/company.do?stockcode=689009,sse_e_interaction
689009.SH,sse,1726754,2026-05-20,2026-05-22,董秘，请问公司如何应对汇率波动？有没有使用对冲工具，怎么将汇兑对业绩的影响降到最低？,尊敬的投资者，您好。公司重视汇率风险管理，已根据经营情况开展外汇套期保值业务，以降低汇率波动对经营业绩的影响。公司海外业务布局广泛、外币收支规模较大，汇兑损益易受国际汇率行情双向波动影响，存在不确定性，敬请投资者注意汇率波动带来的相关投资风险。感谢您的关注。,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=689009,sse_e_interaction
689009.SH,sse,1727677,2026-05-20,2026-05-22,董秘，截止至5月20日，请问第二季度单季度会不会受到汇兑损失的影响？,尊敬的投资者，您好。汇兑损益受国际汇率市场波动影响较大，单季度具体影响存在不确定性，相关数据请以公司后续披露定期报告为准。感谢您的关注。,non-committal,unclassified,official interaction without a mapped investable theme,manual review required,weak-official-signal,https://sns.sseinfo.com/company.do?stockcode=689009,sse_e_interaction
689009.SH,sse,1728642,2026-05-21,2026-05-22,董秘，请问2025年度股东大会什么时候召开？,尊敬的投资者，您好。关于2025年年度股东会的具体召开时间，目前公司尚未发布正式通知。具体时间、地点及会议议程，请以公司后续发布的股东会通知公告为准。感谢您的关注。,non-committal,unclassified,official interaction without a mapped investable theme,manual review required,weak-official-signal,https://sns.sseinfo.com/company.do?stockcode=689009,sse_e_interaction
689009.SH,sse,1718718,2026-05-11,2026-05-18,董秘你好，请问为什么公司的存货金额是爱玛、雅迪的2-3倍，公司30多亿的存货，大部分都是库存商品，周转率明细低于同行，具体原因是什么？,尊敬的投资者，您好。公司产品涵盖电动两轮车、电动滑板车、全地形车、割草机器人等多个品类，品类丰富度高于主营单一两轮车的公司。公司产品主要生产基地位于国内，而服务机器人、电动滑板车等产品主要面向海外市场销售。为保障海外市场及时交付（OTD）、降低跨境物流时效风险，应对海外市场波动及潜在国际税收相关风险，公司在国内完成生产后，提前将产成品备货至海外子公司及海外仓库，构建本地化库存体系。为匹配海外销售旺季及经销商补货需求，公司相应提高了海外仓的备货储备量。该部分库存虽已发运海外，但在期末资产负债表日尚未对外出售的部分仍体现于公司合并报表存货中，从而推高了期末存货余额。感谢您的关注。,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=689009,sse_e_interaction
