ts_code,exchange,question_id,question_time,answer_time,question,answer,answer_class,theme,story_read,proof_needed,credibility,source_url,source_type
600547.SH,sse,1734823,2026-05-29,2026-06-02,据证监会《上市公司监管指引第10号——市值管理》规定，主要指数成分股公司当出现“股票收盘价格低于最近一年股票最高收盘价格的50%”等情形时，上市公司应明确并落实市值管理应对措施，山东黄金从最高65.55元下跌到今天28.96元，下跌幅度达55.8%，贵公司市值管理措施是什么？,尊敬的投资者您好。近期受国际局势及金价波动影响，黄金行业上市公司股价发生较大波动。公司通过电话会议、回复咨询等方式积极与投资者沟通交流，进一步明确未来战略思路，提振投资者信心。公司高度重视市值管理和投资者回报，2025年度公司拟向全体股东分红8.3亿元，为进一步提升分红频次、增厚投资者获得感，董事会将提请股东会授权进行2026年中期分红方案。控股股东山东黄金集团也以实际行动支持公司市值管理工作，山东黄金集团自2025年7月—2026年4月以5.10亿元增持公司股份。下一步公司将继续落实中国证监会关于推动上市公司提升投资价值的相关要求，促进公司长期、稳健、高质量发展，切实保障投资者回报。感谢您的关注。,substantive,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600547,sse_e_interaction
600547.SH,sse,1718437,2026-05-11,2026-06-02,公司互动交流平台上提问几乎全部集中在业绩，公司也表态要提高业绩的可预期性，但看看公司的回复，请管理层告诉投资者这些回复和公司的年报季报如何算出公司的业绩预期，公司作为黄金行业最大的公司，请你们找一个公司内部专业人士依据你们已经做出的公开信息做测算，能否算出公司的业绩，或者直接告诉市场哪个专业分析师可以比较准确的算出公司业绩。请记住，最好投资者交流是公司的责任和义务，不应该是一个口号。,尊敬的投资者您好。公司业绩情况请以公司发布的定期报告为准。关于未来经营情况，受多重不确定因素影响，公司无法做出业绩预测或承诺，不对第三方预测作评论。公司将继续重视投资者关系管理工作，专注主业、稳健经营，以实际经营成果回报投资者的信任与支持。感谢您的关注。,non-committal,unclassified,official interaction without a mapped investable theme,manual review required,weak-official-signal,https://sns.sseinfo.com/company.do?stockcode=600547,sse_e_interaction
600547.SH,sse,1726916,2026-05-20,2026-06-02,董秘您好，为什么山东黄金高管平均薪酬才50万，而某头部金矿公司高管平均薪酬接近600万？山东黄金高管平均薪酬太低了，还没有我高，哪有干劲去出业绩呀，真的应该给领导们加工资，不是开玩笑，火车头加满油，火车才能跑得快，才不会跑冒滴漏呀,尊敬的投资者您好。公司以战略为导向，制定了岗位绩效工资制，实行全员业绩考核，强化绩效激励作用。对高级管理人员签订年度目标责任状，参照市场水平确定年度薪酬标准，根据责任状指标完成考核情况兑现绩效薪酬。感谢您的提问。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600547,sse_e_interaction
600547.SH,sse,1728957,2026-05-22,2026-06-02,作为国内黄金龙头企业，业绩预期管理、与投资者交流如此草率，整个市场对黄金板块完全失去信心，股价直接腰斩，机构也好、个人投资者也好损失惨重。希望抓一下预期管理，和投资者交流，而不是随心所欲的出业绩，根本无法预测，像紫金矿业学习一下。当年紫金市值比你们低，产量不如你们，现在反过来了。国内投资黄金企业，你们是龙头无法绕开，你们就像天花板死死压住后面的黄金企业，你们不好起来，其他黄金企业市值根本不敢起来。,尊敬的投资者您好。公司充分理解投资者对股价波动的关切。上市公司股价受宏观经济环境、资本市场波动、行业周期等多重因素综合影响。公司将切实做好经营管理工作，努力增强公司竞争力，同时加强与投资者沟通、注重投资者回报，在严格遵守证券法律法规的前提下更好促进企业价值的进一步体现。感谢您的关注。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600547,sse_e_interaction
600547.SH,sse,1711149,2026-04-27,2026-05-08,本人 22 日提问“公司旗下各金矿的 2025年度采矿量、出矿品位，公司旗下各黄金选厂的2025年度选矿处理量、入选品位”。公司 24 日回复“公司2025年度矿山产量等相关数据请查阅公司发布的2025年年度报告。感谢您的提问。”请公司认真负责的回复投资者提问，公司不能让投资者去年报里查找没有披露过的数据。,尊敬的投资者您好。公司严格遵守信息披露规则相关要求，已在2025年年度报告披露矿山产量数据。感谢您的提问。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600547,sse_e_interaction
600547.SH,sse,1711658,2026-04-27,2026-05-08,您好！ 注意到 近期加纳调整矿业税，税率从5%提升到5%–12%，对加纳纳穆蒂尼矿盈利、经营情况有何影响？进而会对山金股份业绩产生多大影响？感谢！,尊敬的投资者您好。公司严格遵守当地的相关税收政策，目前加纳纳穆蒂尼金矿生产经营一切正常。感谢您的提问。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600547,sse_e_interaction
600547.SH,sse,1713636,2026-04-30,2026-05-08,2026年一季报经营现金流61亿，归母净利润才14亿，公司作为年产黄金40多吨的企业，横向对比储量产量远远不及山东黄金的招金矿业一季度12亿，中金黄金23亿，赤峰黄金10亿，山金国际14亿，为何净利润如此之低，成本如此之高？山东黄金多年来在行业上行周期中，多项经营指标与同行业存在较大差距，相关异常情况长期存在且未得到有效改善，国有资产保值增值面临较大压力，是否存在国有资产流失风险。以上问题同步反应山东国资委、纪委。,尊敬的投资者您好。该问题请参见上一问题的回答。感谢您的提问。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600547,sse_e_interaction
600547.SH,sse,1714106,2026-04-30,2026-05-08,为何黄金的克金成本在上升？为何一季度报相比于同行业绩差了那么多？公司经营现金流不错，为何净利润比同业的其他公司低了那么多？,尊敬的投资者您好。公司黄金生产的克金成本上升有几个主要原因，一是随着公司矿井开采深度不断增加，深部作业成本随之相应增加；其次是公司根据金价上涨情况，合理实施低品位矿石开采策略，虽短期影响克金成本但延长了矿山服务寿命；再次是新组建的自营采掘队伍尚处于初期，掘进效率低于成熟外包队伍，人工成本、设备材料费等大幅上升影响当期利润。关于公司一季度净利润事项及未来提升盈利的计划请参见上一问题的回答。感谢您的关注。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://sns.sseinfo.com/company.do?stockcode=600547,sse_e_interaction
600547.SH,sse,1714243,2026-04-30,2026-05-08,董秘您好。2026年一季度金价高位运行，多家黄金公司利润快速增长，但山东黄金增速明显落后，与龙头地位不匹配，引发市场担忧。请问：利润偏弱的主因是客观因素还是内部短板？行业景气下弹性不足，管理层是否认为经营能力需提升？如何回应“优质资源未充分兑现”的质疑？后续将采取哪些可量化措施改善盈利、缩小差距？请结合具体数据正面回应。,尊敬的投资者您好。公司2026年一季度黄金产量因受外部因素影响，同比有所下降，固定成本并未减少，因此对当期利润产生较大影响。公司下一步将继续推动在产矿山优化布局、深挖潜能，提升在建项目施工进度；加快矿山智能化建设步伐，提高矿山装备机械化、自动化水平；持续推进生产系统优化和采矿工艺优化工作，加强深部采矿方法研究；提高技术管理水平，优化技术指标，提高资源利用率，努力从多方面降低生产成本，提升盈利水平。感谢您的关注。,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600547,sse_e_interaction
600547.SH,sse,1714273,2026-04-30,2026-05-08,董秘您好，3月27日发布的年度报告P42：“2026 年，公司确定的生产经营计划是：黄金产量不低于 49 吨。”，但从一季报来看，产量仅10吨不到，相差巨大，请问贵司为符合产量预期会作出何种措施？,尊敬的投资者您好。公司2026年一季度黄金产量因受外部因素影响，同比有所下降。目前公司烟台区域矿山已全面正常生产，产能正在有序释放，公司将积极发挥各矿山生产潜能。公司2026年度黄金产量计划为指导性指标，存在不确定性，有可能视发展情况适时做出相应调整。感谢您的关注。,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://sns.sseinfo.com/company.do?stockcode=600547,sse_e_interaction
