ts_code,exchange,question_id,question_time,answer_time,question,answer,answer_class,theme,story_read,proof_needed,credibility,source_url,source_type
002156.SZ,szse,2310363523108073472,2026-07-10,,董秘您好，通富微电作为全球第四大封测企业，现阶段市值长期在千亿区间震荡。广大长期持股股东对公司先进封装、混合键合、HBM等前沿技术抱有较高期待。日常提问前沿技术研发进度时，回复大多较为笼统模糊。请问公司是否重视中小股东长期信任，在合规前提下，能否适当提高前沿技术研发进展的信息披露透明度？谢谢。,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2310363523108073472,cninfo_irm
002156.SZ,szse,2307865063322578944,2026-07-07,,您好！请问贵公司是否己向华为提供产品或服务，是否向华为昇腾系列产品提供先进封装服务？未来如何受益华为韬定律的工艺与产品，谢谢！,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2307865063322578944,cninfo_irm
002156.SZ,szse,2307727761808060416,2026-07-07,,董秘，你好！请教下，华为韬定律能否应用于算力芯片，谢谢！,,unanswered,compute-power,new-demand adjacency around power + computing infrastructure,"needs revenue, order, or project economics before valuation uplift",no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2307727761808060416,cninfo_irm
002156.SZ,szse,2307098987185860608,2026-07-06,,董秘您好，公司定增已拿到证监会注册批复，有效期一年，募投布局算力、存储、车规封装等高景气赛道。现阶段下游AI需求旺盛，同行集中扩产，公司依靠自有资金垫资建设推高负债。想咨询公司有无加快发行的相关安排与配套措施，能否尽早完成募资落地，匹配行业发展窗口？,,unanswered,compute-power,new-demand adjacency around power + computing infrastructure,"needs revenue, order, or project economics before valuation uplift",no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2307098987185860608,cninfo_irm
002156.SZ,szse,2307098729487822848,2026-07-06,,董秘您好，公司定增已取得注册批复，资金投向AI算力封装项目，当下行业景气窗口期宝贵。请问公司有无加快发行的相关措施，是否提前储备意向投资者？计划何时启动路演募资，尽早完成扩产布局抓住AI发展风口？,,unanswered,compute-power,new-demand adjacency around power + computing infrastructure,"needs revenue, order, or project economics before valuation uplift",no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2307098729487822848,cninfo_irm
002156.SZ,szse,2305621423946756096,2026-07-04,,董秘您好，感谢监管高效审批下发定增注册批文。本次采取竞价模式，发行对象待询价阶段确定，存在外部机构参与度不足的不确定性。请问公司内部优化了哪些发行前置流程加快进度？是否提前储备战略投资方，设置兜底应对预案，保障足额募资落地支撑HBM、算力先进封装扩产？,,unanswered,compute-power,new-demand adjacency around power + computing infrastructure,"needs revenue, order, or project economics before valuation uplift",no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2305621423946756096,cninfo_irm
002156.SZ,szse,2305621346528120832,2026-07-04,,董秘您好，公司定增批文已下发，本次竞价发行需批文落地后确定投资者，存在机构认购意愿不足的发行隐患。想咨询：公司前期是否提前对接产业、国资机构储备意向资金，有无兜底方案？内部多部门有无并行提速发行筹备，压缩内部流程周期，尽快落地募资匹配当下算力封测景气周期？,,unanswered,compute-power,new-demand adjacency around power + computing infrastructure,"needs revenue, order, or project economics before valuation uplift",no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2305621346528120832,cninfo_irm
002156.SZ,szse,2305621209198391296,2026-07-04,,董秘您好，本次定增监管高效完成注册批复，本次为竞价发行，申报阶段未锁定认购方，存在市场行情走弱、机构参与不足的募资风险。请问公司内部是否成立专项小组打通发行全流程，提前对接大基金、产业链产业资本储备意向资金？有无兜底认购预案规避无人报价风险？内部有哪些流程提速举措，尽早启动询价，抢抓AI先进封装扩产窗口，避免批文到期失效、项目持续垫资加重财务压力？,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2305621209198391296,cninfo_irm
002156.SZ,szse,2304199076898856960,2026-07-02,,日月光再度调涨先进封装报价，请问公司是否也有调价准备,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2304199076898856960,cninfo_irm
002156.SZ,szse,2304107215930232832,2026-07-02,,董秘您好，日月光2026上半年先进封装已连续三次涨价，7月再上调CoWoS、FoCoS最高超20%。行业消息显示通富、长电上半年均完成两轮先进封装提价。想请问公司先进封装今年已完成几次调价？是否会跟随行业开启新一轮涨价协商？高端扩产进度能否匹配涨价带来的增量订单？,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2304107215930232832,cninfo_irm
