ts_code,exchange,question_id,question_time,answer_time,question,answer,answer_class,theme,story_read,proof_needed,credibility,source_url,source_type
000426.SZ,szse,2268387063287365632,2026-05-15,,董秘你好：近期兴业银锡股价大幅下行，请问公司是否存在未披露的利空因素？包括银锡价格波动、矿山产能品位变化、并购标的合规风险、应收账款及负债攀升带来的经营压力、股东减持、环保安全生产等相关潜在利空，请公司如实说明股价大跌背后的核心原因。,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2268387063287365632,cninfo_irm
000426.SZ,szse,2268387260855861248,2026-05-15,,董秘你好：面对公司股价非理性大幅下跌，市值明显偏离内在价值，请问公司有无相关市值维护计划？是否考虑通过高管及控股股东增持、股份回购、强化投资者沟通、提升分红比例、稳健经营释放业绩等方式稳定股价，保护中小投资者合法权益？,,unanswered,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2268387260855861248,cninfo_irm
000426.SZ,szse,2268266881710907392,2026-05-14,,"请问购买威领股份的事项，是否因其有退市风险或其他原因终止？
这些",,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2268266881710907392,cninfo_irm
000426.SZ,szse,2266199172785463296,2026-05-12,,公司已披露过2026年有实施金属套期保值业务的想法。鉴于已经有有色金属行业上市公司因为套期保值业务而发生了经营业绩巨额亏损，故此希望公司对套期保值业务保持十二分谨慎小心的态度，尽量不要参与。只要公司按部就班扎扎实实完成生产计划，几乎没有发生业绩亏损的可能。金属现货价格下降一些问题不大，从长期看终究是在波动中长期向上的。千万不要捡了芝麻而丢了西瓜。,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2266199172785463296,cninfo_irm
000426.SZ,szse,2267211221520678912,2026-05-13,,董秘您好，请问贵公司的全资子公司西藏山南锑金资源有限公司，关于收购威领股份成为孙公司事宜是否还在进行，如果还在进行可否告知进行到哪一步了？,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2267211221520678912,cninfo_irm
000426.SZ,szse,2262427323830870016,2026-05-07,2026-05-12,请问孙总，银平均回收率是多少，矿产银的售价为期货的几折,感谢您的关注！公司矿产银的定价参照中国白银网现货价格，相应扣减运输费、下游冶炼加工费等费用后确定。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2262427323830870016,cninfo_irm
000426.SZ,szse,2262420142731055104,2026-05-07,2026-05-12,"董秘您好，公司拟1.64亿元收购查拉普金矿相关探矿权，该矿现存司法冻结，探矿权6月即将到期，短期解封、办理探转采、矿权延续时间极紧张。
公司现有银漫二期、宇邦、大西洋锡业多个在建项目待推进，资本开支压力偏大。
请问本次高时效风险下收购该金矿探矿权的核心逻辑是什么？叠加司法冻结与短期探转采落地难度，收购必要性与战略考量如何解释？",感谢您的关注！本次收购符合公司整体战略布局，查拉普金矿探矿权及拟设采矿权，金矿资源储备具备较好的开发潜力，已完成详查及多项方案评审，探转采基础扎实；交易通过价款共管、分期支付、转让方承诺解封及矿权续期保障等条款严控风险，定价公允；公司资金安排合理，不会影响现有重点项目推进，本次收购有助于提升公司黄金资源储量、优化资源结构，符合公司长期战略及全体股东利益。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2262420142731055104,cninfo_irm
000426.SZ,szse,2261998909433028608,2026-05-06,2026-05-12,尊敬的董秘，您好。恳请重点介绍一下贵公司的镍储量情况，包括但不限于矿山所在地、总储量、年产量等。,感谢您的关注！公司旗下唐河时代矿业（位于河南省唐河县）采矿权范围内保有镍金属量32.84万吨；截至目前，唐河时代恢复建设工作仍在推进中。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2261998909433028608,cninfo_irm
000426.SZ,szse,2261697471533830144,2026-05-06,2026-05-12,董秘你好：公司2023年起对银漫开启三年高强度勘探，累计勘探投入超12亿元、钻探超20公里。按监管规则与有色行业惯例，矿山大额勘探、储量变动达标需评审备案并及时披露增储进展。但公司数年未更新银漫储量数据，仅模糊提及深部勘探发现，无具体储量、品位备案数据，全程无正规增储公告。请问大额勘探投入后长期零合规信披，是否因深部矿体品位下滑、增储不及预期，刻意回避披露？,感谢您的关注！①关于矿山资源储量评审备案事宜，行业及监管并无按勘探投入金额、钻探工作量达标即强制启动评审备案的相关要求，公司具体执行均严格遵循勘查行业规范及自然资源主管部门相关规定。②公司重点对采矿权已有矿体深边部进行勘探，同时兼顾深部斑岩型矿床的探索发现，在已有采矿权深边部有了较好的找矿成果，同时针对深部斑岩型矿床，也取得了一定的勘查进展，并不存在深部矿体品位下滑或者增储不及预期的情况。③公司会根据矿山开发及相关权证办理需要，以及深部斑岩型矿床勘查进展情况，适时编制勘查报告，并进行评审备案。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2261697471533830144,cninfo_irm
000426.SZ,szse,2257383906952626176,2026-04-30,2026-05-12,董秘你好：请问公司2026年一季度新增披露的矿产铟业务，以及矿产锡、铋产量大幅下滑、铋零销售的原因是什么？,感谢您的关注！①2026年一季度，公司经与客户议价，矿产锌中含铟达到计价标准。②公司当前锡产品全部来源于子公司银漫矿业，银漫矿业选矿厂分为铅锌和铜锡两个系列，铜锡原矿处理量、品位波动会造成锡产量的变化。银漫矿业2024年下半年以来主要开采17号主矿体，随着探矿工程持续推进，已在生产区域内新探明9、10小型附属矿体（品位整体低于17主矿体）。为实现资源综合回收利用，2025 年四季度以来铜锡矿石一部分来源于10号脉，导致回收率和锡产量环比下降。此外，一季度受春节放假、复工手续办理等因素影响，铜锡矿石选矿处理量相对较少。③2026年一季度生产矿产铋15.77吨，量较少未在一季度进行销售。,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2257383906952626176,cninfo_irm
