ts_code,exchange,question_id,question_time,answer_time,question,answer,answer_class,theme,story_read,proof_needed,credibility,source_url,source_type
002271.SZ,szse,2272860314675822592,2026-05-21,,请问董秘，最新一期的股东人数是多少？,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2272860314675822592,cninfo_irm
002271.SZ,szse,2268498517708570624,2026-05-15,,董秘您好，请问东方雨虹是否直接或间接投资拓璞数控？双方是否存在业务合作、股权关联或资本布局相关规划？对于上市后对公司业绩正面影响有多大？直接或者间接占股多少，谢谢。,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2268498517708570624,cninfo_irm
002271.SZ,szse,2267800834809618432,2026-05-14,,请问截止到2026年5月8日股东户数是多少？,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2267800834809618432,cninfo_irm
002271.SZ,szse,2265042323231682560,2026-05-10,,董秘您好，到4月底为止，摩根士丹利是否还是贵司的十大股东之一？,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2265042323231682560,cninfo_irm
002271.SZ,szse,2260501159847632896,2026-05-04,,请问截至止2026年4月30日公司的股东总数是多少？谢谢,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2260501159847632896,cninfo_irm
002271.SZ,szse,2257991241089392640,2026-05-01,,你好，请问贵公司截至4月30日股东户数是多少？谢谢,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2257991241089392640,cninfo_irm
002271.SZ,szse,2256814145172381696,2026-04-29,,请问李卫国先生和李兴国先生，24年~26年期间都以“履行员工持股计划兜底补足承诺，保障公司持股计划员工利益”目的进行大宗交易减持公司股份，麻烦反馈下兜底计划最新完成状况，另外关于员工兜底补足可否采用积极正面提高公司盈利能力，进而提高公司股价，既保障员工利益，也保证作为看好贵司的众多小散户利益！,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2256814145172381696,cninfo_irm
002271.SZ,szse,2192299149484998656,2026-02-01,2026-04-29,你好，近日十五五规划将城市更新作为重要抓手，请问公司是否能抓住行业机遇？另外公司有哪些产品适用城市更新呢？,您好，公司目前涵盖建筑防水、民用建材、砂浆粉料、建筑涂料、节能保温、胶粘剂、管业、建筑修缮、新能源、非织造布、特种薄膜、乳液等多元业务板块，产品及系统服务广泛应用于房屋建筑、高速铁路、地铁及城市轨道、高速公路和城市道桥、机场和水利设施、综合管廊、保障性住房、工矿仓储物流、旧房改造、城中村改造、城市更新等众多领域。公司将密切关注相关政策及项目情况，积极挖掘旧房改造、城中村改造、城市更新等翻新修缮市场带来的机遇，持续加大科技创新力度、优化产品结构、拓展应用场景。感谢您对东方雨虹的关注！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2192299149484998656,cninfo_irm
002271.SZ,szse,2225377286658093056,2026-03-18,2026-04-29,请问董秘，截止最新一期股东人数？,"您好，截至2026年4月20日，公司股东总数为136,247户。感谢您对东方雨虹的关注！",substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2225377286658093056,cninfo_irm
002271.SZ,szse,2211969377999863808,2026-02-28,2026-04-29,截止到2.20日股东人数是多少,"您好，2026年2月20日为非交易日，根据中国登记结算有限公司定期下发的股东名册：截至2026年2月13日，公司股东总数为126,183户。感谢您对东方雨虹的关注！",substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2211969377999863808,cninfo_irm
